	n_runs
RBCK1	12
NDUFAF2	12
MTHFSD	12
SLC7A6OS	12
CFAP36	12
POLR3K	12
SLC4A3	12
RMC1	12
UQCRB	12
UBE2S	12
BLOC1S6	12
SLC18A2	12
PGK1	12
NUDT5	12
SNF8	12
CD59	12
KMT5A	12
OIP5	12
RTL6	12
ENSG00000289865	12
PPIA	12
DECR2	12
FPR1	12
ENSG00000261526	12
DDX56	12
GCAT	12
CALR	12
CDIP1	12
NDUFA6	12
GGCT	12
LINC02613	12
MAPKAPK5-AS1	12
ROCK1P1	12
NACA	12
ZNF57	12
ENSG00000277597	12
CCDC183	12
COQ7	12
ENSG00000287733	12
SMOX	12
MGST3	12
SLC43A1	12
SERP1	12
PLD6	12
MTCH2	12
PPP2R5B	12
SULT1A1	12
PLPBP	12
SPARCL1	12
RPL8	12
DDX6	12
MDH1	12
CISD3	12
SNAPIN	12
EIF3A	12
ARL16	12
GPR183	12
SMIM26	12
COX5A	12
CCT8	12
C9orf64	12
DSCC1	12
INF2	12
OCIAD2	12
NHERF2	12
SLC25A38	12
PTGS1	12
ACTL6A	12
POLR3D	12
ZC3HC1	12
ATP5F1C	12
ENSG00000271980	12
ENSG00000260912	12
SPIB	12
ENSG00000261529	12
SELENOH	12
APEX2	12
PIERCE1	12
HYPK	12
UCHL3	12
PRSS57	12
LIPT2-AS1	12
RUSF1	12
ENSG00000289404	12
MS4A6A	12
PLIN4	12
STX16	12
LRRC14	12
H2AC25	12
LRRC25	12
SLC16A3	12
KLC1-AS1	12
BCKDHA	12
AXIN2	12
NONO	12
STARD10	12
PSPC1	12
ENSG00000274292	12
MRPL35	12
EREG	12
NUP58	12
CFL1	11
ITGB4	11
PDIA4	11
ZNF404	11
PRDX2	11
ZNF222	11
ADCY4	11
PSMG2	11
STXBP3	11
ELP2	11
CGGBP1	11
CLGN	11
CHMP4A	11
C1QBP	11
TMA16	11
NEFM	11
IFITM3	11
THUMPD3-AS1	11
COL3A1	11
GADD45G	11
SPATA2L	11
SNCG	11
UBE2L6	11
SLC66A2	11
DBR1	11
PPL	11
IDH3G	11
LSP1	11
ENSG00000288759	11
ENSG00000231355	11
IMPDH2	11
MLLT11	11
FTSJ1	11
FAM43A	11
RHOBTB2	11
ENSG00000289574	11
MIF4GD-DT	11
CLU	11
TXNDC17	11
FAM204A	11
NDRG1	11
TNS2-AS1	11
LINC00685	11
PLVAP	11
TMEM179B	11
C8orf48	11
LETMD1	11
ENSG00000174171	11
EMC10	11
AP1M1	11
PAPSS1	11
BTK	11
CHID1	11
LYNX1	11
STX2	11
SUPT20H	11
INE1	11
ENSG00000263986	11
SKIL	11
APOO	11
ARMCX2	11
SLC25A46	11
LTO1	11
ZNF600	11
SASH3	11
CLEC2B	11
COPS6	11
SAMD11	11
RAB40B	11
C19orf12	11
H2AZ2	11
HELZ2	11
RGS1	11
TACO1	11
AIFM3	11
TUBB3	11
TLE3	11
RGCC	11
MBLAC2	11
HEY1	11
SAMSN1	11
ENSG00000248206	11
AMH	11
CFAP53	11
ZNF225-AS1	11
SNX6	11
SERF2	11
ENDOD1	11
PGRMC2	11
DBN1	11
EPRS1	11
NXT2	11
SLC31A2	11
AMACR	11
REX1BD	11
ENSG00000289334	11
TMA7	11
SNX21	11
RNF187	11
CDK5RAP1	11
PURB	11
DDA1	11
CTSL	11
EXOC3-AS1	11
DDX3X	11
ARRDC4	11
CSK	11
MVB12A	11
TRAF2	11
LEAP2	11
NDUFS5	11
USP19	11
ALG5	11
ENG	11
ENSG00000288873	11
BPNT1	11
IGF2	11
RNF121	11
PCTP	11
NRIP3	11
ZNF787	11
CTHRC1	11
SNHG20	11
AKIP1	11
CWC15	11
SLC25A32	11
HOXB5	11
ACSS1	11
NAA40	11
RPS6KL1	11
GUF1	11
SDHA	11
YTHDF2	11
RBFA	11
NLE1	11
LYRM9	11
ENSG00000235085	11
ENSG00000290958	11
HSD17B10	11
ENSG00000277959	11
RNFT1	11
GTPBP3	11
NIPSNAP3B	11
ICAM3	11
COX16	11
GATD1-DT	11
CDK16	11
RPUSD4	11
FAM120A	11
ELOB	11
CENPJ	11
CCDC9	11
R3HCC1	11
DDX49	11
BEX1	11
OGFOD3	11
AK6	11
NDUFV2-AS1	11
TMEM177	11
SMIM10	11
NXF1	11
EPDR1	11
GRPEL1	11
MAGEH1	11
RRP1B	11
ENSG00000276131	11
PLK4	11
SEC61A1	11
MARCHF2	11
TREX1	11
ZNF430	11
COX15	11
MAMDC4	11
PRIMPOL	11
SRSF1	11
M6PR	11
IGFBP5	11
PRPF31	11
BCL9L	11
IGHEP2	11
LHFPL3	11
SCPEP1	11
SRRM2	11
UBQLN4	11
ENSG00000272831	11
LDB1	11
ENSG00000286314	11
TMED7	11
TRPC4AP	11
TOR3A	11
PIP4K2B	11
EMC2	11
ENSG00000270681	11
MEST	11
ENSG00000285756	11
BMP2K-DT	11
TIMELESS	11
ENSG00000287837	11
CTSF	11
EBLN3P	11
ENSG00000289558	11
EID1	11
CCL3L3	11
PARP2	11
COMMD5	11
TONSL	11
MAN2B2	11
A1BG-AS1	11
LINC01198	11
ENSG00000289443	11
POLDIP2	11
PPP1R3E	11
TAFAZZIN	11
LINC00106	11
POP4	11
NLRP2	11
ENSG00000260267	11
ALKBH3	11
PSMC1	11
CD2BP2-DT	11
NPRL3	11
IFI30	11
GNA13	11
ANKRD13D	11
SART3	11
ATP6AP2	11
DOLPP1	11
FAM151B-DT	11
RNF126	11
UROS	11
USP14	11
VAMP1	11
FURIN	11
WARS1	11
PVRIG	11
CFAP410	11
ASB13	11
THAP9	11
SERINC2	11
ENSG00000289585	11
RPL35	11
CDC37	11
ETS2	11
NKG7	11
NDOR1	11
DDX55	11
TSPAN13	11
PRC1	11
RFT1	11
SPON2	10
PHYKPL	10
MCPH1	10
IQGAP1	10
LRPAP1	10
KBTBD11	10
PITPNM1	10
ASRGL1	10
ENSG00000267638	10
ENSG00000259999	10
VPS29	10
SPEGNB	10
ATF5	10
PITHD1	10
SNAI3	10
SNAPC2	10
MORF4L2-AS1	10
NANOGP8	10
WASHC2A	10
TXNRD2	10
SBDSP1	10
TRMT61A	10
ENSG00000287263	10
MCRS1	10
PLA2G12A	10
ADAM33	10
KCTD9	10
SLX9	10
TNFRSF10A-DT	10
RDH10	10
ATP5F1A	10
ALDH1A1	10
AKR1C3	10
STRAP	10
LCP1	10
CIB1	10
PRSS21	10
NDUFAF8	10
ZNF682	10
USP38-DT	10
GYPA	10
CPSF7	10
DPP3	10
ENSG00000273199	10
TNNI2	10
MRI1	10
ZNF195	10
CTNNBL1	10
ENSG00000286984	10
SPAG7	10
WDR4	10
ZNF268	10
PTAR1	10
IL10RB	10
TMEM254	10
PPP2R3B	10
NRROS	10
RNF141	10
RAB9A	10
ENSG00000268218	10
PARP4	10
TIGD2	10
NAGA	10
COPS3	10
MAP3K8	10
ZNF28	10
NELFCD	10
ENSG00000288995	10
PPP1CA	10
RPUSD2	10
OLFM2	10
THAP7-AS1	10
BST1	10
GLRX3	10
AURKA	10
ENSG00000277767	10
SERPINB8	10
COL6A2	10
TMEM128	10
SNAPC3	10
PF4V1	10
ZNF596	10
CD27-AS1	10
NOTCH3	10
GCDH	10
GRB2	10
DNAJB6	10
GABPB1-AS1	10
RCOR2	10
ZBTB21	10
SLC25A4	10
NDUFS3	10
INO80E	10
PAGR1	10
ENSG00000266998	10
PTTG1IP	10
CCPG1	10
ENSG00000263466	10
DDX23	10
EDC4	10
PFDN5	10
SDCBP2	10
COQ2	10
PMEPA1	10
GUK1	10
ENSG00000290459	10
HMGN5	10
RHBDD2	10
HTD2	10
ENSG00000261604	10
DCP2	10
MRPL43	10
SAMM50	10
RAB2B	10
IL18	10
CAB39L	10
ENSG00000197815	10
RPS8	10
COL9A3	10
IGLV5-52	10
NGRN	10
DPAGT1	10
BTG1	10
ACD	10
HNRNPD-DT	10
RFX5	10
KATNB1	10
MED31	10
BORCS8	10
SKP2	10
ATPAF1	10
ARHGAP11A-DT	10
CCDC120	10
ENSG00000226644	10
ENSG00000271780	10
ENSG00000276742	10
EMD	10
PATJ-DT	10
GAS8	10
HAUS8	10
GPR18	10
LENG9	10
EIF3J-DT	10
C14orf119	10
PPWD1	10
ERCC2	10
CSTF2	10
ENSG00000272768	10
HNRNPH2	10
TRIM34	10
ENSG00000288107	10
RARS1	10
BRWD1-IT1	10
SLC20A1-DT	10
BTG3	10
TNPO2	10
LACTB2	10
SMIM15-AS1	10
ENSG00000281383	10
ANKRA2	10
MTERF2	10
MTPAP	10
EXOSC9	10
SIGLEC17P	10
ENSG00000233785	10
ABHD17A	10
PXMP2	10
NFRKB	10
SCOC	10
KMT5C	10
SEC61A2	10
RCN1	10
CCND2	10
PPP1R12A-AS1	10
RITA1	10
FTL	10
CPB2-AS1	10
GORASP1	10
MRPL51	10
FBXL5	10
CENATAC	10
GNG10	10
ENSG00000289226	10
ENSG00000189316	10
UBXN11	10
TTC5	10
TRBC2	10
EIF3E	10
ZNF324	10
TMEM9B	10
TCEAL4	10
IRF1	10
TIMM9	10
SLC30A9	10
ENSG00000274565	10
TMUB1	10
ZNF512B	10
ARHGAP45	10
ENO3	10
FZD6	10
ZNF230-DT	10
TMEM140	10
SUB1	10
MIRLET7A1HG	10
VIPAS39	10
BPNT2	10
ENSG00000267523	10
COX17	10
GID8	10
AATF	10
SYT11	10
BCAM	10
ZNF419	10
PDP1	10
TUBG2	10
ZNF295-AS1	10
ENSG00000290940	10
MRPL47	10
LPCAT4	10
MIEN1	10
DNAJC4	10
PPFIA3	10
FGFBP2	10
DAPK3	10
C22orf39	10
TRMT6	10
RPS23	10
ENSG00000289891	10
LYAR	10
EMC7	10
MPI	10
MOAP1	10
SPP1	10
METTL23	10
TTI2	10
RAE1	10
OSCAR	10
LAMP2	10
GLA	10
IL16	10
SEC31A	10
VASH1-AS1	10
CDV3	10
TAF13	10
FAM162A	10
SNX7	10
MCF2L-AS1	10
RIOK3	10
CHAC1	10
FSTL1	10
IGDCC3	10
COMMD2	10
GIHCG	10
TOMM20	10
SF3A3	10
CHORDC1	10
CENPK	10
SRPX2	10
STRADB	10
NENF	10
AIDA	10
EIPR1	10
NUP42	10
STMN4	10
SPRY2	10
SETD9	10
ARSD	10
MRPS12	10
ENSG00000268650	10
PRMT9	10
GPATCH4	10
RNF6	10
B4GALT7	10
THEM6	10
PIK3IP1	10
PCAT7	10
GNG3	10
MIB2	10
POLR2J2	10
MRPL28	10
ENSG00000281468	10
AQP3	10
ENSG00000259356	10
BTBD3-AS1	10
ATPSCKMT	10
ENSG00000289971	10
TMCO1-AS1	10
RAB10	10
TTC39C-AS1	10
GSTT2B	10
SELENOT	10
VAMP7	10
ENSG00000269902	10
GPR82	10
LRP2BP	10
C17orf58	10
DYNLRB1	10
TFRC	10
ENSG00000260583	9
PICALM	9
AIMP2	9
PAIP2B	9
SHOX2	9
GTF2H1	9
TUBGCP6	9
ZFAND2A	9
LRRC40	9
CD209	9
DOK4	9
SOD1	9
RAB39B	9
GGA1	9
ACAT1	9
SPIN2B	9
LINC02987	9
CFDP1	9
ZNF714	9
HUWE1	9
SUCLA2	9
PLD3	9
CNOT7	9
ACYP1	9
DDX18	9
ENSG00000289620	9
CIPC	9
WAC-AS1	9
TVP23B	9
PEAK3	9
YWHAH	9
JSRP1	9
SYMPK	9
PGBD4	9
ENSG00000288066	9
ZNF8-DT	9
ORC6	9
RETREG2	9
SORD	9
ENSG00000289021	9
PKN3	9
FASTKD3	9
UTP25	9
CTNS	9
PERM1	9
C11orf98	9
TMEM184C	9
LINP1	9
ENSG00000278330	9
SAFB2	9
SAP30L	9
MMP24OS	9
ESS2	9
ENSG00000273424	9
SDC4	9
MRPS22	9
RIOX2	9
TMEM9	9
IFNGR2	9
CRKL	9
ZPR1	9
ENSG00000278600	9
SPC24	9
HSD17B11	9
CTF1	9
RPS24	9
ENSG00000262038	9
UQCRH	9
PRSS3	9
NAA60	9
CHMP6	9
VPS11	9
ME2	9
RHOB	9
PLEKHJ1	9
POMGNT2	9
C1QTNF4	9
ATP6V1E1	9
KIAA2013	9
HID1	9
MRM3	9
MFSD10	9
ATP6V1C1	9
CCT7	9
LRRC47	9
GPX8	9
ENSG00000287608	9
HINFP	9
HPSE	9
ENSG00000287032	9
ENSG00000270022	9
CRYBB2P1	9
TOMM40	9
ENSG00000272588	9
COX7B	9
SLC6A8	9
ENSG00000267632	9
P3H1	9
PPIC	9
SNAP23	9
C12orf43	9
ENGASE	9
GORAB	9
SBF1	9
CRIP2	9
PPT1	9
IGLV1-51	9
FLII	9
GSTM1	9
SAC3D1	9
NEURL4	9
ACTR1B	9
C12orf29	9
BRI3	9
PSTK	9
ZNF77	9
LINC03057	9
XAB2	9
NPIPB2	9
CSNK1D	9
DDX39A	9
ENSG00000255328	9
THOC6	9
SIGLEC7	9
ENSG00000272330	9
ZNF155	9
LTB4R	9
GBP2	9
ARF4	9
GNAZ	9
RPL35A	9
ETAA1	9
MIF-AS1	9
CSRP1	9
GSPT1	9
SLC7A1	9
ST13	9
ARVCF	9
ENSG00000288994	9
HIF1A	9
LHPP	9
NAV2-AS2	9
NUCB2	9
DPF2	9
ALDOA	9
BLMH	9
SMPD1	9
PRNP	9
DNAJB12	9
PIERCE2	9
ZNF710-AS1	9
CYB5R2	9
SLC25A10	9
KLF10	9
A1BG	9
ARL11	9
RPS19BP1	9
SLC5A6	9
GPSM1	9
TMEM138	9
ALG8	9
FHIP2B	9
CLTB	9
PRKX-AS1	9
G6PC3	9
ENSG00000289904	9
ENSG00000261505	9
THBS1-IT1	9
ZNF747-DT	9
PPP1R2	9
CTNNAL1	9
NAA20	9
NMU	9
ZNF738	9
ENSG00000280206	9
PFDN4	9
SV2C	9
CUTC	9
ENSG00000262049	9
ZNF805	9
ENSG00000241954	9
GPR137	9
ATP6V1G1	9
RPS15	9
RFC4	9
CXCL6	9
GIGYF1	9
ENSG00000291179	9
ENSG00000271918	9
ENSG00000262089	9
PYCR3	9
TNFSF9	9
CEP44	9
MIR17HG	9
CXCL3	9
ZDHHC13	9
F12	9
EHD4	9
ZNF205	9
LPCAT1	9
XRCC1	9
PRMT1	9
LINC02937	9
ENSG00000286431	9
QARS1	9
LIAS	9
UPK3BL1	9
TOX4	9
PDK3	9
SCAMP4	9
TTLL12	9
LAIR1	9
NMRK1	9
LRRCC1	9
SYTL1	9
TMEM243	9
ZFP62	9
PRSS36	9
ENSG00000273449	9
SDF2	9
SYNM	9
COX6C	9
TNNT1	9
ENSG00000261641	9
HAS2	9
THAP3	9
SNRPE	9
ENSG00000253562	9
ENSG00000289138	9
ARSA	9
ZBTB43	9
POFUT2	9
MIOS-DT	9
SEPHS2	9
TPCN2	9
RBM14	9
ENSG00000283886	9
BRSK2	9
TMEM87A	9
KLF5	9
TP53RK	9
EPHX2	9
RALB	9
MRPL4	9
SLC17A9	9
EOLA2	9
DNAJC30	9
SNAP29	9
C11orf21	9
CSTF1	9
TMEM220	9
CDADC1	9
IFI16	9
PRPF18	9
LINC00539	9
KPTN	9
MXD3	9
AGRN	9
ZNG1A	9
TBC1D20	9
FBXW5	9
NAA30	9
SLC10A3	9
DSN1	9
ZFP37	9
ATP6AP1-DT	9
ENSG00000267317	9
PTPN6	9
ENSG00000267546	9
RSPH1	9
OBI1	9
MIR130AHG	9
ENSG00000262039	9
EXOC7	9
ZBTB45	9
CFD	9
YIF1B	9
COASY	9
CCDC66	9
RTP4	9
CNMD	9
SLC39A8	9
SCML1	9
TMEM230	9
NEK3	9
MCRIP1	9
ENSG00000288917	9
PIMREG	9
FDXACB1	9
ZNF658	9
NREP	9
ZMYM5	9
ARMC10	9
BCL2L12	9
HNRNPAB	9
UFD1	9
LZTR1	9
FAM88B	9
EEIG1	9
SYPL1	9
ENSG00000272788	9
LRWD1	9
LPCAT2	9
ACSL1	9
CHTOP	9
ENSG00000289085	9
MIR222HG	9
ERGIC3	9
ASS1	9
KIF5B	9
CSRNP1	9
NOP9	9
TMEM44-AS1	9
BAG3	9
TYMSOS	9
PDZD11	9
PRRT2	9
SRPK3	9
ENSG00000289494	9
SLC25A28-DT	9
KLF16	9
ENSG00000289038	9
MYDGF	9
MRPL9	9
EFNB3	9
PSMD14	9
SRP54	9
HDHD2	9
SEPTIN1	9
MBTPS1	9
DHX9-AS1	9
SUPV3L1	9
PHF23	9
ANXA1	9
RBBP4	9
PSMA5	9
FAM131A	9
ENSG00000288907	9
TMEM191C	9
SC5D	9
LINC01637	9
CDH24	9
MAGEL2	9
RAB3D	9
RELL1	9
ENSG00000271833	9
MIR23AHG	9
CEP131	9
ENSG00000233783	9
BCO2	9
FHIP1B	9
ERICH1	9
DDX42	9
RNH1	9
SFSWAP	9
TMED5	9
NUDT15	9
EMG1	9
PRELID3B	9
PET100	9
PSMD3	9
WAPL	8
EMP2	8
RPL22L1	8
C16orf87	8
ENSG00000291113	8
ENSG00000290931	8
RRP8	8
ENSG00000273584	8
CAMK1	8
S100A13	8
HAPSTR1	8
LERFS	8
SIRPG	8
ANKLE1	8
DANCR	8
LINC00920	8
KBTBD3	8
DDX11L2	8
RPL11	8
DGKE	8
TNFSF13	8
DTD1	8
AQR	8
MPV17L2	8
DNAAF5	8
MRPL10	8
ATF4	8
TRUB2	8
SLC22A18	8
ENSG00000266598	8
ALG1	8
ZNF232	8
HHIP-AS1	8
FTH1	8
RPF1	8
RPL18	8
CABYR	8
FCN1	8
SAMHD1	8
ZNF319	8
LINC02273	8
IRF5	8
F8	8
DAG1	8
GPS2	8
ALDH3A2	8
RIOX1	8
ING4	8
PDHX	8
UBTF	8
ENSG00000261451	8
TLE5	8
COPS5	8
SPDL1	8
INPP5E	8
FBXO25	8
FANCB	8
MCUB	8
SLC44A2	8
GOLGA8A	8
PSMD12	8
ENSG00000261187	8
CLEC4A	8
SLC25A5-AS1	8
CD1D	8
ADAR	8
KCNG1	8
SHLD3	8
ENSG00000253284	8
ST20	8
USP20	8
MCM3AP	8
MINDY1	8
ENSG00000276412	8
ATP5MK	8
CORT	8
SH3BP1	8
PGM2L1	8
TK1	8
KRBA2	8
RRP1	8
MBD2	8
KLB	8
C1orf167	8
FAM193B	8
FAM114A2	8
ENSG00000272764	8
ENSG00000290057	8
TNFSF13B	8
TMEM176B	8
KIFBP	8
C10orf143	8
SLC39A6	8
PLAU	8
PPP1R14A	8
C17orf80	8
ZNF597	8
ENSG00000288876	8
LINC00963	8
ENSG00000253736	8
ENSG00000288815	8
ENSG00000262410	8
TBC1D13	8
HDHD5	8
NDUFB8	8
SLC25A21-AS1	8
HMGB3	8
KLRC1	8
MHENCR	8
MTRF1	8
PBK	8
NDUFAF5	8
TTC16	8
ENSG00000289504	8
MPZL3	8
FAM104A	8
ANKRD40	8
TIMM17A	8
CTBP1-AS	8
LINC01730	8
RACGAP1	8
RMND5A	8
ZNF518B	8
ILF2	8
NAPA-AS1	8
ENSG00000275202	8
MMP9	8
ENSG00000260121	8
TRIM68	8
ENSG00000223576	8
CCL4	8
TCF7	8
ENSG00000260816	8
CRTAP	8
CNPPD1	8
MBOAT7	8
KCNK7	8
ENSG00000287009	8
ENSG00000272918	8
PLTP	8
ENSG00000254428	8
ENSG00000287851	8
TMEM262	8
ZNF691-DT	8
LINC01550	8
PGS1	8
ENSG00000290791	8
OSGEPL1-AS1	8
ENSG00000269940	8
ENSG00000289624	8
CD55	8
ABTB1	8
SLC38A5	8
CHI3L1	8
PHGDH	8
UCKL1	8
ENSG00000290039	8
DOK3	8
SPN	8
CDK11B	8
ADIRF-AS1	8
PRKCSH	8
ENSG00000290823	8
SUGT1P3	8
CENPV	8
ENSG00000272777	8
LINS1	8
ENSG00000272936	8
ENSG00000279623	8
NAV2-AS3	8
TMEM160	8
SNPH	8
ENSG00000207751	8
ZNF548	8
ATP5ME	8
SMC2	8
PICART1	8
TSPAN7	8
ENSG00000289488	8
TBCB	8
PRR14	8
SCARB2	8
SH2D1A	8
CNP	8
KLRC3	8
KLRD1	8
SAA1	8
GBP1	8
CD99	8
CD52	8
NAP1L1	8
UHRF1	8
ENSG00000265490	8
C3	8
ENSG00000287979	8
SMC5-DT	8
MICU2	8
ENSG00000249684	8
ADISSP	8
SUMO3	8
CHMP5	8
AMOTL2	8
ENSG00000286584	8
CYP20A1	8
SSR3	8
UXS1	8
PUSL1	8
MINDY2	8
ENSG00000262020	8
AKR1B1	8
NPDC1	8
TAF1C	8
MED16	8
CIRBP-AS1	8
XIAP-AS1	8
CERS5	8
ZNF302	8
ACAD8	8
ADPGK	8
KNSTRN	8
UBE2Q2	8
MYEF2	8
TEDC2	8
PCNA	8
BBS10	8
INTS15	8
CDK11A	8
SDR42E2	8
UQCR11	8
RBM33-DT	8
TGFBI	8
ENSG00000254419	8
GLI4	8
PPP1R7	8
BRPF1	8
ENSG00000263826	8
NOP14	8
ENSG00000274038	8
PTBP3	8
YY1	8
TRAPPC6B	8
IDH1-AS1	8
MRTO4	8
CDK5R1	8
TCEA3	8
MT1A	8
MGRN1	8
A2M-AS1	8
TMEM33	8
LOXL1-AS1	8
SLFN11	8
LSM10	8
SLC5A3	8
RMDN3	8
METRNL	8
OAT	8
PRRG3	8
AP5S1	8
ALDH18A1	8
ZMIZ2	8
CEP63	8
TKT	8
RAD23A	8
ENSG00000289827	8
ATP1A3	8
ENTPD3-AS1	8
ZNF605	8
HELLS	8
FASTKD5	8
ZNF266	8
MOCS2	8
LAMTOR5	8
UACA	8
RPL5	8
ENSG00000288984	8
ZBED6	8
ENSG00000288573	8
ENSG00000274253	8
TNFRSF12A	8
ZNF543	8
DPP3-DT	8
WAS	8
MX2	8
MRPL1	8
RPLP0	8
LINC01560	8
OTUD6B-AS1	8
CAVIN4	8
HACD3	8
YPEL4	8
UBE2T	8
ENSG00000263982	8
AKR1A1	8
ALG10B	8
SLC25A35	8
ZNF547	8
GNS	8
ENSG00000273348	8
ZDHHC21	8
ENO1	8
PSMD4	8
GINS2	8
JUNB	8
CATSPER1	8
ELMO2	8
ENSG00000266783	8
ARFGAP1	8
TINCR	8
FBXO3	8
SHF	8
LCN6	8
EPS8L2	8
ADAM15	8
LETM1	8
SAMD15	8
RPS11	8
RAB36	8
ENSG00000205041	8
STMP1	8
MIR22HG	8
GMIP	8
GOLGA4-AS1	8
WSB1	8
BBS2	8
PSMA3	8
SPART-AS1	8
VPS37B	8
FAAP24	8
CACTIN	8
GYPE	8
RGS10	8
ENSG00000290767	8
ADCK5	8
LSS	8
KHDRBS3	8
CHMP2A	8
MSANTD4	8
SUMO1	8
PMAIP1	8
FXYD6	8
FUOM	8
ENSG00000240591	8
EXOC8	8
RPLP2	8
ENSG00000267092	8
PPFIBP1	8
ABHD10	8
SBNO1	8
FGFBP3	8
TFG	8
ZNF384	8
EIF5	8
ENSG00000244332	8
GLUL	8
HCCS	8
PABPN1	8
TPM1-AS	8
SLC38A2	8
TNFRSF14	8
HSPB8	8
GPN2	8
PHYHD1	8
HOXB4	8
WDR90	8
CAPN2	8
CCND1	8
APPL1	8
UBE2V1	8
DDB2	8
ENSG00000254688	8
ZSCAN32	8
RAB6A	8
ABALON	8
STK26	8
ENSG00000255495	8
NFXL1	8
SNHG1	8
TMEM199	8
REP15	8
ERO1A	8
ENSG00000264853	8
NDUFAF1	8
PRKCA-AS1	8
ENSG00000268858	8
MTIF2	8
CSF1	8
SMCR8	8
NQO1	8
MT1X	8
HSPE1	8
HSD17B7	8
ACTR10	8
PARP1	8
CMTR2	8
VSIG4	8
ATP5F1E	8
TEX30	8
EFCAB13-DT	8
ENSG00000261542	8
CX3CL1	8
SLC35A2	8
GPR19	8
MTHFR	8
RELA	8
ENSG00000266397	8
MRNIP	8
HACD2	8
RAB5A	8
METTL25	8
SMIM30	8
ENSG00000277382	8
SLC41A3	8
MED30	8
SIX4	8
ATIC	8
FKBP11	8
PNKP	8
NSUN5P1	8
LGALS1	8
C9orf131	8
LDLRAP1	8
TUBA1B	8
LIPA	8
CD2BP2	8
ECHDC3	8
FEN1	8
TRIM65	8
TADA2B	8
KCNE3	8
SMG1P5	8
YEATS4	8
PAFAH1B2	8
FRA10AC1	8
POLR2B	8
RNPS1	8
MORF4L1	8
ANXA3	8
ENSG00000291026	8
PPIB	8
PDIA6	8
BAD	8
ENSG00000286242	8
ENY2	8
CHMP7	8
ACLY	8
ASPH	8
KDSR	8
BDP1	8
UTP14A	8
ATE1	8
ESCO1	8
PDLIM2	8
MUC3A	8
ENSG00000273176	8
HSP90AA1	7
JAML	7
ENSG00000287355	7
ENSG00000246308	7
POLGARF	7
PPP1R9B	7
RHPN1-AS1	7
CHCHD5	7
PNPT1	7
GTF2H3	7
COMT	7
RPN1	7
ACOT2	7
HS3ST1	7
MRPL30	7
CCDC51	7
ENSG00000254325	7
ARL6IP1	7
ART5	7
MTA1	7
JUP	7
ZNF480	7
EIF2B2	7
TRAPPC3	7
C2CD2L	7
DDX27	7
MMAB	7
AFP	7
FAM230C	7
ENSG00000289056	7
ARL4A	7
FUNDC2	7
ICAM2	7
TAPBPL	7
PSMC6	7
PMP22	7
TMEM256	7
OASL	7
RHOG	7
PPCS	7
CNOT3	7
FDPS	7
SETD1A	7
FAM32A	7
EFNA1	7
LARP6	7
ENSG00000273204	7
C1orf198	7
ENSG00000272195	7
POLG	7
ASNS	7
PDLIM5	7
ASPSCR1	7
SGSM2	7
CD81-AS1	7
ENSG00000254165	7
DHODH	7
SALL1	7
VPS11-DT	7
JUND	7
ENSG00000290453	7
ENSG00000268081	7
ZNF677	7
RAB20	7
BUD13	7
P4HB	7
SVIP	7
ENSG00000251615	7
FAM111A	7
TMEM218	7
PARP14	7
FGF11	7
GATB	7
FKBP8	7
RARRES2	7
HSCB	7
ENSG00000283341	7
MOSPD1	7
VPS39-DT	7
RNF216P1	7
CENPS	7
EBLN2	7
TRMT13	7
SRP9	7
DNAJA2	7
IVNS1ABP	7
TAOK2	7
LTA4H	7
ENTR1	7
P2RY10	7
LGALS8	7
C14orf180	7
TECPR1	7
CD4	7
MT1E	7
ENSG00000288998	7
ZNF579	7
ETV5	7
ABITRAM	7
ENSG00000289168	7
GEMIN7	7
SFRP2	7
ALOX12	7
C8orf33	7
ENSG00000290872	7
SH3BP2	7
ENSG00000284526	7
TRMT61B	7
DCAF16	7
EID2	7
GACAT2	7
BRCC3	7
ENSG00000272505	7
CDKN1B	7
NISCH	7
PDK4	7
TAS2R30	7
ENSG00000272954	7
RABL2B	7
RGMB	7
MECR	7
ZNF880	7
PIN4	7
TRIM5	7
BRICD5	7
HECTD2	7
AP5B1	7
HARS2	7
VASH1	7
ENSG00000275390	7
DEPP1	7
HES7	7
THYN1	7
FZD2	7
STARD7	7
ENSG00000290098	7
ENSG00000267279	7
MECP2	7
UBFD1	7
CLN6	7
GTF2H2C	7
DDRGK1	7
LDOC1	7
NANP	7
ENSG00000254163	7
POLE4	7
ACTR8	7
ASGR1	7
TRO	7
RRS1	7
ENSG00000269888	7
SLC15A4	7
PGF	7
ENSG00000260296	7
ZNF85	7
TNNC2	7
ENSG00000273319	7
UBB	7
ZFP28	7
PNO1	7
RER1	7
TGOLN2	7
CDT1	7
PRAME	7
PLEKHH1	7
DUSP12	7
CXCL2	7
HOXA4	7
ERICH2-DT	7
C2orf74-DT	7
PNRC2	7
SLC12A7	7
ENSG00000270012	7
VPS18	7
ENSG00000273691	7
ENSG00000238142	7
UPF3A	7
RNMT	7
REEP2	7
LIG1	7
ENSG00000289201	7
DDX25	7
ANGPTL2	7
ARMCX6	7
GID4	7
CASQ2	7
ZG16B	7
LINC01547	7
ENSG00000263823	7
GALK1	7
LINC01424	7
PHLDA1-DT	7
EML2-AS1	7
PRR33	7
ARPIN	7
LDLR	7
CXXC4	7
KRR1	7
BARD1	7
SFXN3	7
WFDC3	7
