statistic	pval	effect_equal_donor	effect_pooled_counts	hi_celltype	lo_celltype	n_features	n_celltypes	n_donors	min_donors_per_celltype	max_donors_per_celltype	gene	qval	sig
0.001596804054188112	0.011988011988011988	0.29862967724350387	0.4882868327844404	Dendritic cell	Plasma cell	2	6	7	3	6	IRF3	0.5113636363636364	False
0.0001426995014430655	0.011988011988011988	0.12748346157294888	0.1164364876385337	NK	B cell	2	6	12	5	12	MAML3	0.5113636363636364	False
0.0007321697759047528	0.011988011988011988	0.09656444215787174	0.14628438796088433	T cell	Monocyte	2	7	14	6	14	OXR1	0.5113636363636364	False
0.0002227248763575593	0.011988011988011988	0.0853353999996081	0.12741798642533936	Monocyte	Dendritic cell	2	7	11	5	11	SPAG9	0.5113636363636364	False
0.0014588422223352608	0.011988011988011988	0.15527203870153222	0.26663924310983134	Dendritic cell	T cell	2	5	11	4	10	ZNF718	0.5113636363636364	False
0.0007518159329961995	0.011988011988011988	0.2602599210203992	0.23132415757000477	T cell	B cell	2	6	11	3	10	ZNG1A	0.5113636363636364	False
0.0008546155799873264	0.012987012987012988	0.22511207347742068	0.33213429256594723	Dendritic cell	NK	2	7	15	3	14	AKAP11	0.5113636363636364	False
0.0013795364915504785	0.012987012987012988	0.16827439086176982	0.1957105791764312	Monocyte	T cell	2	6	8	3	6	ARHGEF12	0.5113636363636364	False
0.0008179893492754747	0.012987012987012988	0.12670772190840884	0.16622593863159896	T cell	Plasma cell	2	5	8	3	8	CALU	0.5113636363636364	False
0.0009404746053195101	0.012987012987012988	0.13064987633256558	0.21943143456707515	Erythroid	Dendritic cell	2	4	7	3	7	CHD1L	0.5113636363636364	False
0.001089433016338172	0.012987012987012988	0.1282822511595732	0.03287122124985292	Plasma cell	Erythroid	2	3	6	5	5	IKBIP	0.5113636363636364	False
0.0010565200418290244	0.012987012987012988	0.12844444774705982	0.2351573071718539	NK	Dendritic cell	2	6	12	6	12	KIAA0232	0.5113636363636364	False
0.003909645256887307	0.012987012987012988	0.2235078464642991	0.2445340592129583	Monocyte	Erythroid	2	3	8	4	7	MSL1	0.5113636363636364	False
0.0006007118433634446	0.012987012987012988	0.10144816943090285	0.1048668217525649	NK	B cell	2	6	13	4	13	NUP93	0.5113636363636364	False
0.0006325607579965495	0.012987012987012988	0.1298623818068675	0.18508397038463853	B cell	Dendritic cell	2	5	7	4	7	PMF1	0.5113636363636364	False
0.00021531961690270161	0.012987012987012988	0.2731086508780809	0.50108908841821	Dendritic cell	Erythroid	2	6	10	4	10	SLC25A39	0.5113636363636364	False
0.003825866752963602	0.012987012987012988	0.18367525829912856	0.2352229591623911	Erythroid	T cell	2	3	3	3	3	SNRPD3	0.5113636363636364	False
0.0014786495865282449	0.012987012987012988	0.13656856110173787	0.21034579929597752	Monocyte	NK	2	5	10	3	9	STEEP1	0.5113636363636364	False
0.0012468618998601577	0.012987012987012988	0.16539911944691676	0.18769890935097444	Dendritic cell	T cell	2	6	12	3	11	TMEM70	0.5113636363636364	False
0.0002889653174947803	0.012987012987012988	0.09684660191246297	0.19440447641886494	B cell	NK	2	7	10	4	10	UIMC1	0.5113636363636364	False
0.0016944202336726586	0.012987012987012988	0.22997838410764448	0.22971887550200804	Monocyte	Erythroid	2	5	9	3	7	ZNG1C	0.5113636363636364	False
0.0005664083466262048	0.013986013986013986	0.20040798477932353	0.18900343642611683	B cell	Dendritic cell	2	6	10	3	10	ACACA	0.5296343001261035	False
0.000732885654761894	0.013986013986013986	0.20934070633813595	0.43314827152268853	Monocyte	Erythroid	2	4	10	3	9	EMC8	0.5296343001261035	False
0.0007709400402045992	0.013986013986013986	0.10444340721212808	0.2087896672311345	T cell	Erythroid	2	6	10	3	9	FAM241A	0.5296343001261035	False
0.0005961713613488212	0.013986013986013986	0.16374238400401453	0.23620596693026602	Dendritic cell	Plasma cell	2	7	14	3	10	GID8	0.5296343001261035	False
